text,label,label_text,language
"
The FDA, I believe.  Rules say no blood or blood products donations
from anyone who has been in a malarial area for 3 years.  I was a platelet
donor until my Thailand trip and my blood bank was very disappointed
to find out they couldn't use me for 3 years.

Not necessarily.  The same rules may not apply to organ donation
as to blood donation.  In fact, I'm sure they don't.



-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",13,sci.med,en
"Thanks to aldridge@netcom.com, I now know a bit more about Stargardt's
disease, aka juvenile macular distrophy, but I would like to learn more.

First, what is the general prognosis - is blindness the result?
Second, what treatments, if any, are available?

",13,sci.med,en
"
Glad to see Griffin is spending his time on engineering rather than on
ritual purification of the language.  Pity he got stuck with the turkey
rather than one of the sensible options.",14,sci.space,en
"How about transferring control to a non-profit organisation that is
able to accept donations to keep craft operational.",14,sci.space,en
"I just got out of the Army. Go signal corps or Intelligence; 
photointelligence interpretation. If you go ADA you might get to play with 
rockets but space will look pretty far away dug in the mud next to a grunt 
protecting the foward troops from low flying objects. Good Luck  
 ",14,sci.space,en
"



It may be that they just didn't mention it, or that they actually haven't 
thought about it.  I got the vague impression from their mission proposal
that they weren't taking a very holistic aproach to the whole thing.  They
seemed to want to land people on the Moon by the end of the decade without 
explaining why, or what they would do once they got there.  The only application
I remember from the Av Week article was placing a telescope on the Moon.  That's
great, but they don't explain why it can't be done robotically. 



But I'm a _member_.  Besides Bill, I hang out with you :) 
",14,sci.space,en
"

Also would maybe get the Russians Involved. After all they do have the resources
to do it in part.. But they need the capital and the goal..

I wonder if renting the russians resources would be a disqualification?
",14,sci.space,en
"i have a question for you all related to this.  jesus condemns divorce
several times in the new testament, and i have a hard time with this.
the catholic church (as far as i can tell) does grant annulments with
the statement that the marriage never really existed in God's eyes.
(please, if i am mistinterpreting, correct me.)  however, i have
witnessed marriages where two people were very much in love but
recognized that they were destroying themselves and each other by
staying in a marriage, and that the problems were due to personal
childhood issues that had never been resolved.  i ask you, is divorce
justified in such a case?  they knew who they were, what they were
doing, they were deeply in love, but in the end, it did not work out.
i must admit that i don't see jesus forcing them to live together, or
even condemning that they go and seek happiness with someone else
later on.  opinions?

vera
*******************************************************************************
I am your CLOCK!     |  I bind unto myself today    | Vera Noyes
I am your religion!  |  the strong name of the	    | noye@midway.uchicago.edu
I own you!	     |  Trinity....		    | no disclaimer -- what
	- Lard	     |	- St. Patrick's Breastplate | is there to disclaim?
*******************************************************************************",15,soc.religion.christian,en
"
Woah...The context is about God's calling out a special people (the Jews) to
carry the ""promise.""  To read the meaning as literal people is to miss Paul's
entire point.  I'd be glad to send anyone more detailed explanations of this
passage if interested.",15,soc.religion.christian,en
"

First of all, ""ceremonial law"" is an extraScriptural term.  It is sometimes
used as a framework to view Scripture.  But if you look at Collosions,
without going into it with the assumption that the Sabbath cannot be 
a ceremonial law, you will see that it does refer to the sabbath.

against us to His cross, and therefore we should not be judged in what
what food we eat, what we drink, the keeping of new moons and holy days,
or the keeping of the sabbath.

The word for sabbath in this verse is ""sabbaton"" and is used throughout the
New Testament to refer to the 7th day.  If there is any Scripture from
which we get the idea of the ceremonial law, this is one of them, and the
sabbath is listed among the ceremonial laws.

If one goes into this with the fundamental assumption ""the sabbath cannot
be a ceremonial law"" then he will have to find some way around it, like
saying that this can only refer to the other sabbath holy days besides the
7tH day, Because ""the sabbath cannot be a ceremonial law.""  But
Paul is very careful in his letters to add some kind of parenthetcal 
statement if there is anything that can be seen as a liscence to sin
in his writings.

Also, why is the sabbath absent from the epistles (except for Hebrews 4, which
talks about the rest that comes through faith?)  Surely it would have
been a big problem for first century Christians living in a society
that did not rest on the 7th day.  Especially slaves. Many new converst were
slaves.  It would have been difficult for slaves to rest on the sabbath
if it had been mandatory.  Why is there no mention of this in the epistles?",15,soc.religion.christian,en
"Michael Bushnell writes;


Which is exactly what I pointed out.  (Though I was wrong about your use
of the Creed, the 1913 Catholic Encylcopedia in which I read about it
said the Orthodox do use the Creed minus the filioque.  Apparently that
has changed.)  The Athanasian Creed has always had the Filioque, the
Nicene - Constantinopolitan did not.
	Of course the Orthodox did not delete the Filioque from the Nicene
Creed (it wasn't there to begin with), but they certainly did from the
Athanasian Creed, which did have it from the beginning.
	I might point out that the whole problem started over the difference in
ways of explaining the generation of the Blessed Trinity, the East
emphasizing the idea of the Holy Spirit proceeding from the Father
through the Son, and the West using proceeding from the Father and the
Son.  In fact, some, such as Tertullian, used both formulations (see
below)

	""Following, therefore, the form of these examples, I profess that I do
call God and His Word, - the Father and and His Son, - two.  For the
root and the stem are two things, but conjoined; the fountain and the
river are two kinds, but indivisible; the sun and the ray are two forms,
but coherent ones.  Anything which proceeds from another must
necessarily be a second to that from which it proceeds; but it is not on
that account separated from it.  Where there is second, however, there
are two; and where ther is third, there are three.  The Spirit, then, is
third from God and the Son, just as the third from the root is the fruit
of the stem, and third from the fountain is the stream from the river,
and thrid from the sun is the apex of the ray.""
	-Tertullian, Against Praxeas, 8, 5 (about 213 AD)

and

	""I believe that the Spirit proceeds not otherwise than from the Father
through the Son""
	-Tertullian, Against Praxeas, 4, 1 (about 213 AD)

And as St. Thomas showed in his Summa Theologica Part 1, Question 36,
Articles 2 and 3, there is no contradiction between the two methods of
generation, and in fact, the two methods of reckoning the procession
emphasize what St. Augustine, among others taught, that the Holy Spirit
proceeds from the Father and the Son, but He proceeds from the Father in
a more preeminent way.

	""For whatever the Son has, He has from the Father, certainly He has it
from the Father that the Holy Spirit proceeds from Him ... For the
Father alone is not from another, for which reason He alone is called
unbegotten, not, indeed, in the Scriptures, but in the practice of
theologians, and of those who employ such terms as they are able in a
matter so great.  The Son, however, is born of the Father; and the Holy
Spirit proceeds principally from the Father, and since the Father gives
to the Son all that He has without any interval of time, the Holy Spirit
proceeds jointly from both Father and Son.  He would be called Son of
the Father and of the Son if, which is abhorent to everyone of sound
mind, they had both begotten Him.  The Spirit was not begotten by each,
however, but proceeds from each and both.""
	-St. Augustine of Hippo, The Trinity, 15, 26, 47 (400 to 416 AD)

So, in a sense, all of the formulations are correct (to the West at
least), because the Holy Spirit proceeds from both Father and Son, but
in proceeding from the Son, the orgin of that procession is the
procession from the Father, so the Holy Spirit is proceeding from the
Father through the Son, but as all that the Son has is from the Father,
the Holy Spirit can be said to proceed from the Father, without any
mention of the Son being necessary.
	In any case, I am happy to know that I follow in the beliefs of Pope
St. Leo I, St. Fulgence of Ruspe, St. Cyril of Alexandria, Pope St.
Damsus I, St. Augustine of Hippo, St. Epiphanius of Salamis, St. Ambrose
of Milan, St. Hilary of Poitiers, Tertullian, and others among the
Fathers, who all have very quotable quotes supporting the Catholic
position, which I enunciated above.
	As for the issue of the adoption of another Creed being forbidden, I
will point out that the Holy Fathers of Ephesus and Chalcedon both spoke
of the Creed of Nicea in their statement forbidding anyone ""to produce,
write, or compose a confession of faith other than the one defined by
the Fathers of Nicea.""  That Creed is a different Creed than that of
Constantinople, which is commonly called the Nicene Creed.  Not of
course in that they were condemning the adoption of the
Constantinopolitan Creed, which is but an enlargement upon the Creed of
Nicea, but that they were condemning the impious opinions of Nestorious,
who had adopted a radically different Creed from the one used by the
Church, which among other things denied the procession of the Holy
Spirit form the Son.  Thus, the additions of the Constantinopolitan
Creed were not thought to be in violation of this, and as the Council
Chalcedon also affirmed the doctrine of the procession of the Holy
Spirit from the Son, which Nestorius denied, they could hardly have been
against explaining in a fuller way the Creed, for they themselves
approved of previous additions to it.  And if the further explanations
of the Creed made in Constantinople were not denigrating of the work
done by the Holy Fathers of Nicea or in any way heretical, it follows
that the Council of Toledo was fully able to add what was not disputed
by the faithful to the Creed so as to combat the impieties of the Arians
in Spain, because the filioque was not in dispute in the Church until
many years later under Photius and others.  And that the filioque was
not disputed, I provide more quotes below.

	""Since the Holy Spirit when he is in us effects our being conformed to
God, and he actually proceeds from the Father and Son, it is abundantly
clear that He is of the divine essence, in it in essence and proceeding
from it.""
	-St. Cyril of Alexandria, The Treasury of the Holy and Consubstantial
Trinity, Thesis 34, (423-425 AD)

	""The Holy Spirit is not of the Father only, or of the Son only, but he
is the Spirit of the Father and the Son.  For it is written: `If anyone
loves the world, the Spirit of the Father is not in him'; and again it
is written: `If anyone, however, does not have the Spirit of Christ, he
is none of His.'  When the Father and the Son are named in this way, the
Holy Spirit is understood, of whom the Son himself says in the Gospel,
that the Holy Spirit `proceeds from the Father,' and that `He shall
receive of mine and shall announce it to you.'""
	-Pope St. Damasus I, The Decree of Damasus, 1 (382 AD)

	""The only-begotten Holy Spirit has neither the name of the Son nor the
appelation of Father, but is called Holy Spirit, and is not foreign to
the Father.  For the Only-begotten Himself calls Him: `the Spirit of the
Father,' and says of Him the `He proceeds from the Father,' and `will
receive of mine,' so that He is reckoned as not being foreign to the
Son, but is of their same substance, of the same Godhead; He is Spirit
divine, ... of God, and He is God.  For he is Spirit of God, Spirit of
the Father, and Spirit of the Son, not by some kind of synthesis, like
soul and body in us, but in the midst of Father and Son of the Father
and of the Son, a third by appelation....
	""The Father always existed and the Son always existed, and the Spirit
breathes from the Father and the Son; and neither is the Son created nor
is the Spirit created.""
	-St. Epiphanius of Salamis (which is on Cyprus), The Man Well-Anchored,
8 and 75 (374 AD)

	""Concerning the Holy Spirit, I ought not to remain silent, nor yet is
it necessary to speak.  Still, on account of those who do not know Him,
it is not possible for me to be silent.  However it is necessary to
speak of Him who must be acknowledged, who is from the Father and the
Son, His Sources.""
	-St. Hilary of Poitiers, The Trintiy, 2, 29 (356 to 359 AD)

	Thus, as I have pointed out before, Gaul, Spain, Italy, Africa, Egypt,
Palastine, and the lands of the Greeks, all of Christnedom at that time,
all have Fathers who can be cited to show that they confess the doctrine
expressed by the filioque.  I suggest to those of the Orthodox Church
that they come up with some of the Fathers, besides St. John of Damascus
who all will admit denied the filioque, to support their views.  It is
not enough to bring up the ""proceeds from the Father"" line of the Creed
or the Gospel of John, for that says what we believe also.  But it does
not say the Holy Spirit does not proceed from the Son, only that He does
proceed from the Father.",15,soc.religion.christian,en
"
If I believed in the God of the bible I would be very fearful of making
this statement. Doesn't it say those who judge will be judged by the
same measure? 


A God who must motivate through fear is not a God worthy of worship.
If the God Jesus spoke of did indeed exist he would not need hell to
convince people to worship him.


It was the myth of hell that made me finally realize that the whole thing
was untrue. If it hadn't been for hell I would still be a believer today.
The myth of hell made me realize that if there was a God that he was not
the all knowing and all good God he claimed to be. Why should I take such
a being at his word, even if there was evidence for his existance?
",15,soc.religion.christian,en
"[ ... ]

Then it also supports basing such regulations on ignorance.

Miller had disappeared, and nobody bothered to present _his_
side to the Supreme Court -- in particular, that sawed-off
shotguns were used in the World War I trenches, and in other
tight spots ever since guns had been invented.  Would _you_
turn one down if you had to ""clean"" an alley in E. St. Louis?",16,talk.politics.guns,en
"
And, had not these citizens accepted the moral responsibility to
protect their own lives, there could well have been at least
13 innocent victims lying dead and several criminals still out 
walking the streets perpetrating their crimes on others.


",16,talk.politics.guns,en
"
And, I might add, vitamin C has been endorsed by a Nobel Laureate as a
panacea for almost everything from the common cold to cancer.  


Wait a minute. S&K did NOT compare trends.  If they did, they would
have seen that the advent of Canada's gun law had no effect on
homicides, total or handgun.  Without a pre- vs. post comparison, one
cannot speculate as to the utility of anything.  All they have is a
correlation, and correlation DOES NOT prove causality.



Hold it again. You dismiss a point about demographics, then you ask
about socio-economic demographics? Very slick.

Once again, correlation does not prove causality.  Looking at pre-vs.
post data, the Canadian gun law had no effect.


Sir, if you were a Canadian, and owned a gun before the restrictive
gun laws were passed, and decided to hide it rather than turn it in,
would you answer truthfully a question about gun ownership from
someone who calls, writes, or asks you on the street?  That is one
problem with surveys.  Nobody will answer an incriminating question.
Another is that people will often tell you what they THINK you want to
here.


Does that mean no Vancouver citizens have handguns? I think not. You
are discounting guns purchased beforehand, and guns purchased for
purposes other than self-defense, which can also be used for defense.


He makes valid points about demographic differences.  You then resort
to the kind of argument that the ""Politically Correct"" movement often
uses to stifle any debate.  Nice, real nice.



One doesn't have to produce his own data in order to point out the
flaws in the methodology and conclusions of another's study. Again,
you resort to PC tactics.
",16,talk.politics.guns,en
": >NEWSPAPER AD CENSORSHIP
: >
: >San Fran. Independent	San Fran. Examiner	San Jose Mercury News
: >1201 Evans Ave		110 5th St.		750 Ridder Park Dr.
: >San Fran., CA 94124	San Fran., CA 94103	San Jose, CA 95190
: 
Hmmm, the SJ Merc. carries Targemasters West, National Shooting club,
 Reeds sportshop, Sportsmens supply and Big 5 ads. They all sell guns.
No they don't have any adds like in Shotgun news.  If they won't at least
run the current adds I swear I'll cancel my subscription and end to cash
to the CRPA.",16,talk.politics.guns,en
"




Yes, I am pro-gun, and yes, I do disagree with this statement.
Nuclear weapons in and of themselves are dangerous.  Radioactive
decay of plutonium and uranium, as well as the tritium in the
weapon, tends to be somewhat dangerous to living things.
(Can you say ""neutron flux""?)  Plus these things have no self-
defense purposes.  It's kinda hard to justify their use as
a militia weapon when at best they are meant for battlefield use
(low-yield weapons) or at worst for industrial target obliteration
(translation:  cities and population centers).  Not to mention that
for it to be used as a militia weapon and expect the user to live
requires some sort of launch vehicle . . .",16,talk.politics.guns,en
"... deleted

I am not in the business of reading minds, however in this case it would not
be necessary.  Israelis top leaders in the past and present, always come across
as arrogant with their tough talks trying to intimidate the Arabs.  

The way I see it, Israelis and Arabs have not been able to achieve peace
after almost 50 years of fighting because of the following two major reasons:

 1) Arab governments are not really representative of their people, currently
    most of their leaders are stupid, and/or not independent, and/or
    dictators.",17,talk.politics.mideast,en
"

Of course, it hasn't.  Besides Egypt, the rest of the Arab world still
officially denies that Israel exists.


Kick out Syria?


American-Occupied Lebanon?  That's a new one on me!
",17,talk.politics.mideast,en
"
It is more appropriate to address netters with their names as they appear in
their signatures (I failed to do so since you did not bother to sign your
posting). Not only because it is the polite thing to do, but also to avoid
addressing ladies with ""Mr."", as you have done.

Secondly, the island of which the name is more correctly spelled as Cyprus has
never been Greek, but rather, it has been home to a bi-communal society formed
of Greeks and Turks. It seems that you know as little about the history and
the demography of the island, as you know about the essence of Turkey's 
military intervention to it under international agreements.

Be that as it may, an analogy between an act of occupation in history and what
is going on today on Azerbaijani land, can only be drawn with the expansionist
policy that Armenia is now pursuing.

But, I could agree that it is not for us to issue diagnoses to the political
conduct of countries, and promulgate them in such terminology as
""itchy-bitchy""... 

Onur Yalcin
",17,talk.politics.mideast,en
"The Orders for the Turkish Extermination of the Armenians #17
    To the children of genocide: ""Send them away into the Desert""

This is part of a continuing series of articles containing official Turkish 
wartime (WW1) governmental telegrams, in translation, entailing the orders 
for the extermination of the Armenian people in Turkey. Generally, these
telegrams were issued by the Turkish Minister of the Interior, Talaat Pasha,
for example, we have the following set regarding children:

	""To the Government of Aleppo.

	 November 5, 1915. We are informed that the little ones belonging to
	 the Armenians from Sivas, Mamuret-ul-Aziz, Diarbekir and Erzeroum
	 [hundreds of km distance from Aleppo] are adopted by certain Moslem
	 families and received as servants when they are left alone through
	 the death of their parents. We inform you that you are to collect
	 all such children in your province and send them to the places of
	 deportation, and also to give the necessary orders regarding this to
	 the people.

				Minister of the Interior,

						Talaat"" [1]

	""To the Government of Aleppo.

	 September 21, 1915. There is no need for an orphanage. It is not the
	 time to give way to sentiment and feed the orphans, prolonging their
	 lives. Send them away to the desert and inform us.

				Minister of the Interior,
						Talaat"" [2]

	""To the General Committee for settling and deportees.

	 November 26, 1915. There were more than four hundred children in the
	 orphanage. They will be added to the caravans and sent to their
	 places of exile.

	 				Abdullahad Nuri. [3]


	""To the Government of Aleppo.

	 January 15, 1916. We hear that certain orphanages which have been
	 opened receive also the children of the Armenians. Whether this is
	 done through the ignorance of our real purpose, or through contempt
	 of it, the Government will regard the feeding of such children or
	 any attempt to prolong their lives as an act entirely opposed to it
	 purpose, since it considers the survival of these children as
	 detrimental. I recommend that such children shall not be received
	 into the orphanages, and no attempts are to be made to establish
	 special orphanages for them.

				Minister of the Interior,

						Talaat."" [4]

	""To the Government of Aleppo.


	 Collect and keep only those orphans who cannot remember the tortures
	 to which their parents have been subjected. Send the rest away with
	 the caravans.

				Minister of the Interior,

						Talaat"" [5]

	""From the Ministry of the Interior to the Government of Aleppo.

	 At a time when there are thousands of Moslem refugees and the widows
	 of Shekid [fallen soldiers] are in need of food and protection, it is
	 not expedient to incur extra expenses by feeding the children left by
	 Armenians, who will serve no purpose except that of giving trouble
	 in the future. It is necessary that these children should be turned
	 out of your vilayet and sent with the caravans to the place of
	 deportation. Those that have been kept till now are also to be sent
	 away, in compliance with our previous orders, to Sivas.

				Minister of the Interior,

						Talaat"" [6]

In 1926, Halide Edip (a pioneer Turkish nationalist) wrote in her memoirs
about a conversation with Talaat Pasha, verifying and ""rationalizing"" this
ultra-national fascist anti-Armenian mentality, the following:

	""I have the conviction that as long as a nation does the best for
	 its own interest, and succeeds, the world admires it and thinks
	 it moral. I am ready to die for what I have done, and I know I
	 shall die for it."" [7]


These telegrams were entered as unquestioned evidence during the 1923 trial of
Talaat Pasha's, assassin, Soghomon Tehlerian. The Turkish government never
questioned these ""death march orders"" until 1986, during a time when the world
was again reminded of the genocide of the Armenians.

For reasons known to those who study the psychology of genocide denial, the
Turkish government and their supporters in crime deny that such orders were
ever issued, and further claim that these telegrams were forgeries based on a
study by S. Orel and S. Yuca of the Turkish Historical Society.

If one were to examine the sample ""authentic text"" provided in the Turkish 
Historical Society study and use their same forgery test on that sample, it 
too would be a forgery!. In fact, if any of the tests delineated by the 
Turkish Historical Society are performed an any piece of Ottoman Turkish or 
Persian/Arabic script, one finds that anything handwritten in such language is
a forgery. 

Today, the body of Talaat Pasha lies in a tomb on Liberty Hill, Istanbul,
Turkey, just next to the Yildiz University campus. The body of this genocide 
architect was returned to Turkey from Germany during WW2 when Turkey was in a 
heightened state of proto-fascism. Recently, this monument has served as a
focal point for anti-Armenianism in Turkey.

This monument represents the epitome of the Turkish government's pathological
denial of a clear historical event and is an insult to a people whose only
crime was to be born Armenian.

			- - - references - - -

[1] _The Memoirs of Naim Bey_, Aram Andonian, 1919, pages 59-60

[2] ibid, page 60

[3] ibid, page 60

[4] ibid, page 61

[5] ibid, page 61

[6] ibid, page 62

[7] _Memoirs of Halide Edip_, Halide Edip, The Century Press, New York (and
    London), 1926, page 387

",17,talk.politics.mideast,en
"I guess Hasan finally revealed the source of his claim that Israel
diverted water from Lebanon--his imagination.",17,talk.politics.mideast,en
"Rich Thompson posts some blather about the Libertarian Party:



What pray tell do the Libertarians know about winning elections?

Bob


--",18,talk.politics.misc,en
"William December Starr writes...

in a typical lawyer baiting fashion, as usual. 

(All the while ignoring every principle of the ACLU.)

Good to see your still out there WDS. Surely we've
been around the ring enough by now, that you know 
you can't spin me up with expletives. 

Let's see if there's anything left worth responding to...


E for effort. Heard about the folks who live around foghorns and 
airports?


Seems right in character to me -- creature of the state. 
Btw, are you still happy with your presidents?


See the part about the children following the ""and"" in the first line
above. 

As to a connection, your ""cult"" is ""faith in rules"". 


Sure. My concern is the well being of the children.  


{Interesting that you would respond ""emotionally"" in defense of the 
government. Maybe there is a beating heart there.}

For the record though, the biggest-baddest goverment on earth claims 
the most sovereignty over man. Best I can tell God allows anyone to
go to hell who wants to. Omnipotency logically determines that ""allowing""
and ""sending"" mean the same thing.  (Mere human concepts of course.)

So come on WDS. Why bother to try some flimsy facade of logic. Waco
proves it's not needed -- the demonstration that government can walk
over it's own rules in the name of justice has been made. No problem 
by me. Noted and announced -- for the record. Just giving the govern-
ment it's due, and getting back to more worthwhile non-government 
concerns. ",18,talk.politics.misc,en
"

If this doesn't beat all I ever heard!  The above certainly says a
mouthful about the mindset of Ted Frank, and also of statists
everywhere.",18,talk.politics.misc,en
"
Oh yeah, and men just haaaaate to brag about ""how many woman they've had.""",18,talk.politics.misc,en
"
No.  There are two problems here:

(1) Peter died two millenia ago.  The original letters he wrote have
long since decayed into dust.  If he were alive today and I could
question him, then this might lend credibility to your claims (but
probably not much, because after all, I've heard people claim with all
sincerity that they've spoken with Elvis recently).  But after his
death, Peter's writings were transcribed by monks for centuries, and I
find it hard to believe that one of them somewhere didn't decide to
change the wording of something to make it (in his opinion) a little
easier to understand.

(2) Even if Peter did witness the miracles of Jesus two millenia ago,
that doesn't mean that your deity is what the Bible says it is (God
might just be Satan, trying to convince everyone that he's a nice
guy), or even that your deity is still alive and active in the world
today.

Nice try, but it just isn't enough to convince me, especially since
your wild claims about your deity seem to fly in the face of the way
I've observed the world to work.  Please find something more compelling.
",19,talk.religion.misc,en
"

OK: So you were a naive teen.


	Wrong: 1915 and if you do your homework, 1909.
But he was born LAST century (1883).
",19,talk.religion.misc,en
"
     Now doesn't this sound a lot like the ""colorful (or otherwise) story 
     from antiquity that somehow tries to (or does) explain natural pheno-
     mena""?  I think I hear what you're saying, but I'm not convinced that
     I know what you mean.  The possibility exists that what _looks_ like
     ""myth"" on the surface may be after all much more than ""just"" a story.
     
      

     * * * * * * * * * * * * * * * * * * * * *",19,talk.religion.misc,en
"Jag är ganska säker på att hon kunde få medborgarskap genom att göra en ansökan om det. Det kan kräva invandring till Tyskland, men jag är nästan säker på att en gång ansökt om medborgarskap är oundvikligt i detta fall. Mer intressant bara för era propaganda syften. Jag har sagt flera gånger nu att jag inte anser Iran särskilt exemplarisk som en god islamisk stat. Vi kan tala om rättigheterna för människor i ""kapitalistiska sekulära"" tredje världens länder att ge andra exempel på bristen på rättigheter i tredje världen i stort. Säg till exempel, Centralamerikanska sekulära kapitalistiska länder vars govt är USA stöder men som Amnesty International har påpekat är mänskliga rättigheter vacua.",0,alt.atheism,sv
"Om det inte är att jaga på de unga, vet jag inte vad : > är... : > : RB> : RB> Nej, det är att be på de unga. För att jag ska hinna med de unga kommer senare, när den ljusögde lille altarpojken får reda på vad den : RB> prästen verkligen bär under den kyskheten. Gör detta uttalande vidare den ateistiska orsaken på något sätt, säkert är det inte tänkt som kvickt ...",0,alt.atheism,sv
"Vem kategoriserar? ""Jag skulle fuska på Hillary också.""",0,alt.atheism,sv
Finns det en PD-tittare för gl-filer (för X)?,1,comp.graphics,sv
"Snälla , Jag behöver startadressen (pekare) för början av färginformation (RGB) på VGA läge 68h (det är 68 hex, gee, duh!)... Tack SOOOO mycket (hugs och kyssar) i förväg .....",1,comp.graphics,sv
"Detta låter underbart, men det verkar inte vara någon som vill spendera tid med att göra detta, eller så har de inte makten att göra det. Till exempel skulle jag vilja se en comp.graphics arkitektur som denna: comp.graphics.algorithms.2d comp.graphics.algorithms.3d comp.graphics.algorithms.misc comp.graphics.hardware comp.graphics.misc comp.graphics.software/apps Men det skulle vara trevligt att se specialiserade grupper ägna sig åt 2d, 3d, morfering, raytracing, bildbehandling, interaktiv grafik, språk, objektsystem, etc. men dessa skulle kunna postas till en relevant grupp eller ha en e-postlista. Det sättet när någon läser nyheter de inte har för att se dessa ämne, vilket snarare är window thoris?",1,comp.graphics,sv
"Av någon anledning såg jag aldrig det ursprungliga inlägget på denna tråd, men om du letar efter snabba polygon rutiner på vga på en PC, du kan verkligen inte gå förbi läget X grejer från Dr Dobbs. Denna kod är alla p.domain (så vitt jag vet), och i de ursprungliga artiklarna, rutinerna presenterades alla som dumma vga rutiner, och sedan optimeras till modeX med några intressanta diskussioner längs vägen. Om du är intresserad, Jag kan ta reda på mer detaljer om de frågor i fråga, (Jag har dem hemma).",1,comp.graphics,sv
"Ja, Corel Draw och WordPerfect Presentations ganska begränsad här också. Eftersom det inte finns någon (inte riktigt) sådan sak som en anständig raster till vektor konverteringsprogram, är denna ""tracing"" teknik om det. Enkelt, som b&w logotyper, etc. gör ganska bra, medan mer komplicerade saker går höwire. Jag misstänker (även om jag inte skriver kod) att en bra bitmapped till vektor konverteringsprogram skulle förmodligen vara lika stor som de flesta av dessa program programvaror vi använder - men trots det, varför har man inte skrivit? (så vitt jag vet). Jag menar, även Hijaak, en av de kommersiella branschstandarderna för filkonvertering, har inte försökt det ännu.",1,comp.graphics,sv
"Jag använder Diamond SpeedStar 24X i 1024X768X256 läge hela tiden. Jag har INTE hittat förvrängningar i markören. Markören är lite hoppig från tid till annan (på grund av 32 bit tillgång till bytesfilen), men det är aldrig förvrängd.",2,comp.os.ms-windows.misc,sv
"Jag försöker hitta Tom Haapanen, tidigare Tom@wes.on.ca som var väktare av FAQ för denna diskussionsgrupp. Han arbetade på Watrerloo Engineering Software, men netfind kan inte ens hitta det (men det kan ha varit en uucp-anslutning). Om någon vet hur man kontaktar Tom, vänligen meddela mig.",2,comp.os.ms-windows.misc,sv
"Jag använder WFW 2.0c med en Canon BJ10e. Skrivardrivrutinen är den som kommer med Windows 3.1. Tyvärr har jag problem med att skriva ut sidnummer längst ner på sidan. Jag kan skriva ut sidnummer på toppen av sidan, men inte på botten. Har någon haft ett liknande problem och / eller har någon en lösning på ett sådant problem. Tack pwoodcoc@business.uwo.ca",2,comp.os.ms-windows.misc,sv
"Är det någon där ute som kör ett MS-DOS-system med en LocalTalk-tavla? Jag är på ett Appletalk-nätverk, ansluten med en DayStar Digital LT200 MC LocalTalk Interface Board, kör på en PS/2 Model 70. Jag använder AppleShare PC-programvara för filserver och nätverksåtkomst. Det fungerar bra under DOS eller fönstret eller OS/2 DOS-rutan. Men när jag försöker ladda den *före* Windows, så att varje program jag kör kan få tillgång till den, kraschar maskinen hårt så snart jag startar ett program. Och naturligtvis, saker ser ganska hopplöst ut för OS/2 (men vem vet). Så, har någon erfarenhet av denna bisarra och föråldrade inställning?",2,comp.os.ms-windows.misc,sv
"DOS 5.0/6.0 kan inte läsa NTFS-filsystemet, även om NTFS-filsystemet kan läsa FAT-filsystemet av DOS. Jag har WindowsNT på en separat partition på min maskin hemma, och jag kan läsa mina DOS-skivor från Windows NT, men inte vice versa. När det gäller robustheten i filsystemet, verkar det vara mycket snabbt, och jag har ännu inte haft ett enda problem med det. Det bevisar inte att det är bättre än FAT-systemet dock. Läs boken ""Inside Windows NT"", det kommer att ge dig all information du letar efter. Scott --",2,comp.os.ms-windows.misc,sv
"Vad sägs om 250MB/s för 64-bit VLB eller 350MB/s för QuickRing {Apples impliment av VLB (Byte 10/92:132)} QuickRing är intressant i att det tillåter interleating med andra kort så att 350MB/s kan delas mellan många kort på samma gång {NuBus 90 och MCA är ungefär de enda kortgränssnitt som kan göra något med den typen av hastighet och även NuBus 90 ditzes runt på ~30MB/s med en sprängning läge: 80MB/s. ""MCA {även kallad Micro Channel} IBM: s 16 och 32-bitars buss; ""tillåter användning av mer än en CPU i en dator"" (DCT) och vad som helst kan tala till vad som helst, > > > lika snabbt som de två komponenter som kan hantera det. < < Aldrig tog av eftersom det var oförenligt med ISA och EISA. Planerat att vara bussgränssnittet för IBM PowerPC 601 (Carl Jabido).",3,comp.sys.ibm.pc.hardware,sv
"Jag skulle vilja ha din åsikt. Här är scenariot: 1. Det finns två datorer i huset. En är en liten 286 (40MB IDE- enhet). Den andra är en 386DX (213 SCSI- enhet w/ Adaptec 1522 styrenhet). Båda systemen har PC TOOLS och kommer att använda Central Point Backup som säkerhetskopiering / återställningsprogram. Båda systemen har 3,5"" och 5,25"" disketter. 2. Datorerna är inte nätverksanslutna (eller kommer de att vara när som helst snart). Från vad jag har sett hittills, det verkar finnas minst 4 möjliga lösningar (Jag är säker på att det finns andra jag inte har tänkt på). För dessa alternativ, Jag skulle uppskatta att höra från någon som har provat dem eller ser några brister (drive typ X kommer inte coexist med enhet Y, etc.) i mitt tänkande (jag vet inte mycket om dessa djur): 1. Put 2.88MB floppy enheter (eller en kombination enhet) på varje system. Kan någon få information om var och en windows window to thewn? Hur kan jag fortsätta att använda en dator?",3,comp.sys.ibm.pc.hardware,sv
